Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,0.426218710916176,0.483633891255014,0.590960087858191,0.686930362294564,2.38832396012474,2.22091277208219,1.95008492096025,2.09690953813731,1.98951388040675,4.31015132989068,5.01982219226639,3.28392374750294,1.97676703684554,2.44822333019716,2.2666488894717,2.35728323441837,0.99798271953185,1.43056959785417,0.882613319611029,1.1043802752248,1.48748684267335,1.00432007393102,1.08494897339021,1.00984609631256,0.968662410274702,1.03435296028991,1.29674202820292,0.806571445967673,0.35126817314169,0.764045566591957,1.47117947256471,0.858857509112782,0.955943439201293,1.12578576172741,1.49755944499054,1.78498681477884,1.79784487204702,1.79572860434846,2.54002352343034,1.33142171181656,1.36035981724265,1.65206257737853,0.873035162318975,1.25009355545576,1.16512699520053,0.0345891578218769,0.471724709301756,0.816766635206739,1.50562872928079,1.6199500962193,0.8889084820818,2.82978528865474,..,..
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,0.279989372342679,0.333818779233431,0.363638993962318,0.349942007908993,1.57098999295941,1.46934176729797,1.45988735231272,1.48212564068025,1.41341674463219,2.51516039030815,3.14542283209538,2.11596334266715,1.29086632276152,1.54215958455701,1.28028340415492,1.20811027948043,0.485560804966156,0.690238832057989,0.431203634958859,0.539633871691538,0.703237008212799,0.477258781741128,0.44187309463968,0.348054380702048,0.292003228041599,0.295556544481324,0.35131163624796,0.203604050521625,0.0755585072910338,0.164264516670651,0.307551276869583,0.16943295765488,0.172817088546724,0.211788525599514,0.283170634743015,0.350823193456479,0.349464272960025,0.356897499234572,0.521498895801413,0.259640404387642,0.293762700279441,0.370845235110237,0.205925846170308,0.305650080049118,0.292226566231044,0.00752518064782254,0.0922955001311894,0.162525850896316,0.319247607054063,0.368544560120872,0.187625106322478,0.61148265568772,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,0.119763421271337,0.260989324825094,0.349196228361658,0.421869256439977,..,0.17773766414252,0.10377052766737,1.21431722755251E-05,3.19589718389685E-05,0.0588012195372932,0.000336925893592132,..,0.950332219783464,0.361238329591265,0.279685393502779,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00381330277426609,0.396888618066497,0.0327944159423139,0.0332040967569467,0.0307067518424352,0.0490028841356867,0.025894247335234,0.0076735153629815,0.00491009500876803,0.00318518842677152,0.0323413065804343,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Canada,CAN,..,..,24.0715893122717,23.7058931651352,22.7375188121932,23.227339304779,21.3456880157915,21.3369212304979,21.2363811259702,18.2640812983071,20.3703582365055,16.9850578218137,15.3308884670693,16.1031361106762,15.3534722725458,13.6580390789927,13.6483686519925,13.1587704203231,11.8217970776498,12.2409347061256,13.8568021128994,11.702964780654,9.72105869963591,9.22092086018071,8.83693441142194,8.45044532055589,8.45809485865031,8.52781666784847,8.65953147545503,9.05696196803814,8.46457276593594,7.71331432499954,7.18879882809228,6.01838427444729,5.88975359365213,6.69255405328772,6.12078323334853,5.94187552205493,5.31048193630592,4.44212142179388,4.61309970982318,4.5763397781131,4.44360609524797,4.45212340428914,5.46924018318962,5.85003684469677,7.96768372439263,9.24435217999991,8.25104308459543,7.10416068916213,7.99427194909637,8.7097407762028,7.27699468961734,6.97314384892527,7.06901814566853,7.07782826449341,6.85096938677528,7.31666886721892,7.53044628928381,7.03926004575152,8.33821333239056,8.94646156587155,7.68984552984373,7.31780917533371
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,United States,USA,..,..,3.97474148584131,4.0676449327757,4.53292692285744,4.53289874831286,4.39582427726817,4.44412811254761,4.50093662031963,5.03147990952602,5.21072105087804,3.30624734833947,3.08763597135384,3.59623023886981,3.74654617381584,3.35627164331414,2.87842286073938,2.7072826123465,2.92213864719259,3.95763854259628,5.10414510792435,3.05255473730476,2.7254445504212,2.87969206840239,2.87971621680694,2.81506006676623,2.6555660309349,2.55384204001357,..,3.21408660909693,3.04268821212894,2.77790675977808,2.30243112932218,2.09421720177806,2.15048546036731,2.62197237487825,2.17800837933151,2.11690771905574,1.90405140377849,1.76567167818683,1.86988994936663,1.91205830386319,1.91170026820431,2.01323529883149,2.39014858804396,2.7857976488932,3.52056099629305,3.73864793129764,3.96871886047058,3.39369213730218,3.95873998985648,4.02265717679681,3.50844555096218,3.21071352130306,3.06248036458276,2.8088360190064,2.60130444554912,2.74624450462334,2.95741195061027,2.8211533321336,3.21390841591217,3.65231110135565,3.07529985951185,2.8511687408118
Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,0.499269994018346,0.449721914849206,0.334208270491362,0.384837726671133,0.200587255496412,0.256064302429264,0.262323622279027,0.204006145616435,0.212333183655265,0.197628000079779,0.218163310154004,0.212058799248898,0.213274568572175,0.214084027060749,0.226874215953687,..,..,..,..,..,..,..,..,..,0.154722148254295,..,0.123399450484949,..,..,..,..,..,..,..,0.471085405729889,0.723107350676893,0.522858849449154,0.799086866517402,0.762129803835388,0.332490762967759,0.405571509193621,0.293379784516371,0.36294286020594,0.362482587175389,0.969148338796433,0.358101882050287,0.459107467263554,0.355240838788634,0.396669253246155,0.451280640131626,0.308012296758122,0.273535209306502,..
Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,Canada,CAN,..,..,4.53908992272505,4.97131543103111,5.06015780384818,5.01740015873381,5.07329120400928,4.07466966708512,4.27442908580094,3.74724465974497,3.84421481291532,3.62486905437647,3.22819989682978,3.42756879760282,3.58071048957885,3.13030993216858,2.80654288690194,2.59099213619594,2.64652063621557,3.34873839909337,4.80254254403557,3.80550226859873,3.48939111098206,3.53079539829804,3.21062197745322,2.81142473834525,2.82240104031107,2.56867461883171,3.15473042350966,3.45262499044397,3.09416147549211,2.87545788077804,2.85532317424836,2.74628877928298,2.91991090712146,3.29677876811828,3.02221184690736,2.8344008326094,2.61267803133623,2.45343962524473,2.58575405843804,2.55777817735494,2.45310732771263,2.42390629176456,2.80778820089117,2.81401282827803,3.25594445375957,3.28377769386322,3.18050650631424,2.56139424944572,3.04975036018955,3.4413182276151,2.89571360548635,2.70998726234362,2.84677582595222,2.88499020619228,2.80049992508746,2.94815841007732,3.05732536716747,2.82092416472071,3.50607490473269,4.12497803339828,3.78829001317821,3.3284022609098
Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,United States,USA,..,..,12.5849637208641,11.4347794129153,11.1011842449062,11.3006463964821,11.171902791451,10.4631963905866,9.6675251581885,7.89778476755945,7.71431335668941,6.30158170913412,5.84902798373243,5.93157788864468,6.14891346896816,5.14575702875831,5.09619140608088,4.52638032194764,4.66477630869354,4.68664944732169,4.7253087609228,4.23156173001588,3.34870944951217,3.8408291622342,3.43936039209837,2.81141557197451,2.85254877110249,2.62607846617125,..,3.37254808486665,3.03743607989082,2.68235865483253,2.42476526533043,2.23748783549855,2.41817797057324,2.67063508250585,2.41330842718019,2.40695730224854,2.38050412492117,2.17674241315469,2.21289639368369,2.11297340796418,1.82414810217169,1.69819215401018,2.01120036309122,2.1742253997004,2.76808863888625,2.82111705547305,2.60666494245609,2.0174533009425,2.30693559458749,2.60321297945396,2.2527572598535,2.16305708093907,2.13806997178848,1.96344002749197,1.89888098741772,2.24159097346472,2.26191253163312,2.16891298882362,2.3213900751845,2.86799506175714,2.62817793529542,2.26858992092028
Other expense (% of expense),GC.XPN.OTHR.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Other expense (% of expense),GC.XPN.OTHR.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.0672296200065,4.78666584811836,4.55094498362429,4.63627821215184,4.70079625125622,4.44328220100809,5.31945530094212,5.10151703494808,5.63259540095265,5.81960820296371,5.88493994117809,5.96390339320931,6.02860522636843,5.60994837626834,5.8282208588957,5.56775094791459,5.41253735681779,5.68998780160742,6.18205771284322,6.34278902334774,5.96003620514796,6.00595625941019,6.02579167019666,5.71330374183735,5.52255795457033,5.5834871337958,5.54063652044509,5.50746268656716,5.45741922860567,5.69910525700702,4.80253270371457,5.17276502705788,6.54565033458965,..
Other expense (% of expense),GC.XPN.OTHR.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.93157226621532,7.46887966804979,7.82715654313086,1.72659346103038,1.99763332597926,1.47964250248262,1.20310778686148,0.872458903848354,0.771335456217841,0.816266634872011,0.989879654738484,1.22860574517065,12.2323205310906,12.0901542517247,12.1271616550749,11.9971170743606,12.4822847577558,11.846106942885,12.2075789117208,18.7362850105406,16.0648258802129,12.3384929724759,12.0374372505027,11.9910221422321,11.6263354319453,11.4162150152493,11.117117891298,10.7939030030339,11.2007628239729,10.5926221176284,10.6714114961376,13.9340650312652,20.1296138159705,9.22554988466858,..
Other expense (current LCU),GC.XPN.OTHR.CN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Other expense (current LCU),GC.XPN.OTHR.CN,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7801000000,7797000000,7573000000,7845000000,7905000000,7731000000,9051000000,8249000000,9330000000,10148000000,10705000000,11159000000,11212000000,11030000000,11609000000,12276000000,11917000000,13154000000,15110000000,16175000000,16396000000,16315000000,16359000000,15626000000,15137000000,15792000000,16382000000,17343000000,17851000000,19994000000,27002000000,25646000000,28934000000,..
Other expense (current LCU),GC.XPN.OTHR.CN,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32520000000,68040000000,78270000000,16730000000,19920000000,14900000000,12450000000,9150000000,8260000000,8900000000,11170000000,14730000000,157991600000,164011200000,180745000000,190094500000,216816400000,210289200000,229838900000,401348200000,369874800000,304088600000,298686700000,283942500000,268600100000,272740900000,269861600000,269773000000,287487000000,287518900000,306142200000,582770700000,970417300000,368445500000,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.555500000000742,-1.11100000000049,-1.66675000000099,-2.22224999999975,-2.77775000000073,-3.33325000000123,-3.88899999999923,-100.000000000001,-99.9999999999997,-99.9999999999985,-100.000000000001,-100.000000000001,-99.9999999999995,-99.999999999999,-100.000000000001,-99.9999999999997,-99.9999999999993,-100,-100,-100.000000000001,-100.000000000024,-99.9999999999992,..,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.9844176164523,-4.92334731889765,75.7387968127917,352.033801126347,373.864141763253,36.6566463581269,-25.5801865813601,1061.53058873332,268.417809356932,69.5521940188939,-7.21462214863278,458.385712218882,495.088441279384,740.819093242454,245.882832049984,425.825067918401,316.359895188644,435.754282744171,88.4881658548585,96.3383006199728,809.139378740876,809.139378740871,..,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-9.73515208841539,-24.4127251003589,-20.8271292604443,-17.7148155523473,-16.0373964164973,-2.36126259860515,9.33484795684227,-1.17681268301073,17.2960689183868,23.9804577361206,11.0386296881294,62.9181809130283,40.1911344741285,150.179333535484,119.559122363175,71.0292047774001,103.348954774006,90.2905316419032,156.393212253968,120.230689681703,120.230689681703,120.230689681703,..,..,..,..,..,..,..,..,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,63.005071087837,62.728660149097,69.186535980701,64.44074163866,..,76.409282989979,..,75.32915158987,77.125595710754,..,68.123657668114,327.577729482651,363.99780210638,545.07450843668,477.795209924698,257.202149345398,134.610342865467,97.219444069386,134.228351668358,142.117118341446,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,Canada,CAN,..,..,..,..,..,..,..,..,..,..,-56228.9984375,-49237.0515625,-78390.89921875,-78205.04609375,-69697.69921875,-66668.1515625,-37536.096875,-54865.4546875,-78639.1985937499,-9422.95312500005,30250.59375,36788.15,-43751.00625,-45743.2453125,-70242.69375,-66521.3593750001,-62697.3,-70002.1546875,-55033.1,64806.35,-123864.3046875,-130731.8046875,-140745,-151013.1015625,-170266.8984375,-196877.8984375,-176996.5078125,-163382.6015625,-185622.890625,-171927.8046875,-202616.8046875,-214108.3125,-207339.609375,-163856.703125,-183108.390625,-162017.703125,-148030.8046875,-129495.703125,-164957.2890625,-148530.8984375,-142754.390625,-126840.296875,-132315.3984375,-131060.765625,-127762.5703125,-111545.34375,-112198.6015625,..,..,..,..,..,..,..
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,United States,USA,..,..,..,..,..,..,..,..,..,..,-90110.50625,92014.9262500001,90579.74375,92328.6799999999,104390.4,89818.8262499999,112316.15,129745.09375,136714.603125,143937.09375,134115.6,140749.003125,130211.3,157170.5,154457.896875,159184.096875,154790.196875,-2819.19687499979,196775.403125,160964.003125,-11271,-15758.5,-12788.203125,-7607.09375,-11868.203125,5925.40625,14821.09375,118950.90625,148570,141874.203125,109549.90625,118677.59375,38003.59375,26838.90625,58947.296875,64437.90625,90576.796875,102610.5,109824.09375,114027.5,85723,2913.90625,-1686.90625,64461.453125,3348.703125,29416.03125,37873.390625,..,..,..,..,..,..,..
Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.1777658781896,73.1777658353789,73.177766764913,73.2067957824367,73.2067963774467,73.206797618127,73.2067961511472,73.2067966184588,73.2067972969514,73.5389178406682,84.2000055553086,84.2000058838066,73.2067967526626,73.2067970253263,73.206795545395,73.2067976201429,73.2067962842117,73.3269795256837,69.1150457964805,67.7292744960625,66.8975283710147,68.0027519009225,65.573170030347,60.0781218302877,62.1033096573727,..,..,..
Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,Canada,CAN,..,..,..,52.8726708074534,52.9824561403509,52.8852251109702,52.8115942028985,51.4516843971631,51.7374121028589,51.5031461197856,52.4173977972746,52.348096080038,53.0267461997306,54.2414196567863,55.5068653228162,54.0841648141446,54.3360752056404,54.1255394607529,53.8588754134509,54.0111940298507,54.8419396366757,53.0648769574944,51.10444505045,50.5326313211706,50.4943127458276,50.5376344086022,51.1617100371747,52.9456448345712,52.5914749151264,51.2931987325916,45.9792551487263,43.7778034464466,42.848850095939,43.30938730752,44.5868616376464,45.8202182262156,44.6566255199635,44.1973421983116,43.9172469443905,41.8379148766431,45.1312739980545,45.9832736651328,46.3945447567286,46.7194111565072,49.9597811208216,49.2345818394999,49.6213501458395,48.1607053890269,49.119196427423,46.6745402107077,47.8383853535629,47.0063286331337,46.797873134207,46.7633050096386,46.2956342134701,45.2212152699716,44.9876970744972,46.6792635607458,46.7792653635429,44.7241352315084,44.802426809621,50.1416930444157,50.2659177589517,..
Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,United States,USA,..,..,..,47.6091041971184,47.5137583402328,47.9148220293961,48.2757239556214,48.0633802816901,47.6954471887974,48.0985961906017,48.4147930377844,48.1533501452421,48.3162310788593,48.6434300425785,49.3986864293956,47.9728656669011,48.1709831333818,48.9899596670385,48.9761926591486,49.9832072759515,49.6648915443564,49.4233996643491,48.7196339029259,48.6991722004912,48.9384050581277,48.7605876921842,48.7569943270925,48.5551969012266,48.4321059840287,48.3645791783008,48.3522551073663,47.4900173312872,48.2738510792838,48.3897725109911,48.6794949619865,49.7747976466017,49.7749737463299,41.2316676459763,41.1775095239711,41.3165007213405,42.0002998239754,42.1313971224525,41.8915082515594,41.6591512294005,42.6286152105505,43.2632440979177,44.2105917056747,43.7250121372892,43.572008346803,37.4551903060496,37.9829711000437,39.0482899797948,39.4561203380567,39.6003711394804,38.2375173804781,38.2315122312447,38.0614410235281,37.8992340321818,39.7037716787361,39.2514443028019,37.7346023704778,40.8465259435638,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.28951624761065,1.649224778457,1.48136391291696,1.52830986107513,1.57462574475542,1.77941348288351,1.5792683579247,1.71036266852395,1.78823995747863,1.99209119939112,2.17653603271855,2.01561913761238,2.08325460850488,2.17929494098152,1.89532666915916,1.9702035428766,1.68271867649385,1.66759204154834,1.50901951412889,1.72037970946565,1.56318981125759,1.00629718206758,0.570017796802013,0.788412874019253,1.00697233783497,0.861370303428037,0.883591047753608,0.886035530329671,10.3205604688186,1.00046888423876,0.699825317798659,0.810056570245187,0.949744872864377,0.979170598659476,..
Other taxes (current LCU),GC.TAX.OTHR.CN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Other taxes (current LCU),GC.TAX.OTHR.CN,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Other taxes (current LCU),GC.TAX.OTHR.CN,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8770000000,11520000000,11200000000,11210000000,12580000000,15230000000,14760000000,17190000000,19850000000,24080000000,27780000000,29010000000,27951000000,25302000000,21976000000,24615000000,24989000000,27833000000,26471000000,28263000000,20611000000,15079000000,9644000000,14074000000,20872000000,18793000000,20191000000,20051000000,256350100000,22658000000,16211000000,19083000000,27342000000,32830000000,..
Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.9,7.6,6.6,6.7,6.6,6.2,6.2,5.2,4.9,4.7,4.5,4.3,4.2,4,3.8,..,..,..,..
Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.9,6,6,6.1,6.1,6.1,6.1,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.60520935,15.92599487,15.9083395,15.2514801,15.28786945,15.36829376,15.87158966,15.59448147,15.48428726,15.22482872,15.64700031,15.1972847,15.03200054,14.5929203,14.74378586,14.73381138,15.63871956,15.85270691,15.59457874,15.45603371,13.77592468,14.02343464,14.88593388,..
